listing_id,city,neighbourhood,property_type,bedrooms,bathrooms,area_sqm,building_age_years,floor,has_generator,has_borehole,tiled,gated_security,furnished,listed_on,listing_source,monthly_rent_xaf
LS-03919,Douala,Akwa,apartment,2,3,88.8,7,1,FALSE,FALSE,TRUE,FALSE,FALSE,27/05/2026,portal,"281,714"
LS-05527,Yaounde,Mendong,studio,2,3,76.1,0,1,FALSE,TRUE,TRUE,FALSE,FALSE,2026-02-19,agency,174930
LS-05901,Douala,Bepanda,apartment,3,2,102.4,3,0,FALSE,TRUE,TRUE,FALSE,FALSE,2026-05-12,agency,232410
LS-00613,Yaounde,Biyem-Assi,villa,2,2,74.2,7,2,TRUE,FALSE,TRUE,FALSE,FALSE,2026-02-26,agency,123610
LS-05064,Yaounde,Emana,apartment,3,3,115.4,6,2,no,FALSE,FALSE,FALSE,FALSE,2026-05-15,informal,189347
LS-05579,Douala,Deido,apartment,2,2,60.3,12,0,FALSE,FALSE,TRUE,FALSE,FALSE,2026-07-04,agency,153628
LS-00135,Yaounde,Mvog-Betsi,apartment,1,2,48.1,6,0,TRUE,FALSE,FALSE,TRUE,FALSE,10/08/2026,agency,105880
LS-02970,Douala,Bonapriso,studio,2,2,69.4,15,1,TRUE,FALSE,TRUE,TRUE,TRUE,2026-04-14,portal,271856
LS-04670,Douala,Akwa,duplex,2,2,68.4,25,0,TRUE,TRUE,FALSE,TRUE,TRUE,2025-10-20,portal,272127
LS-02191,Yaounde,Bastos,chambre moderne,3,2,117.0,23,1,TRUE,FALSE,TRUE,TRUE,FALSE,20/01/2026,agency,576055
LS-05246,Yaounde,Bastos,studio,5,4,143.7,10,3,TRUE,TRUE,TRUE,TRUE,TRUE,2025-10-28,agency,1277258
LS-01812,Douala,Deido,duplex,1,2,51.0,26,2,TRUE,FALSE,TRUE,TRUE,TRUE,2025-12-12,agency,118310
LS-04049,Douala,Bonaberi,apartment,2,2,75.4,10,0,FALSE,FALSE,FALSE,FALSE,TRUE,2026-07-06,informal,
LS-02865,Douala,Makepe,apartment,2,2,60.0,22,3,FALSE,FALSE,TRUE,FALSE,FALSE,2025-07-10,portal,121627
LS-00813,Yaounde,Emana,studio,1,2,40.5,9,0,FALSE,FALSE,TRUE,FALSE,FALSE,28/01/2026,agency,108076
LS-00289,Yaounde,Bastos,apartment,3,3,77.9,13,0,TRUE,FALSE,TRUE,TRUE,TRUE,2026-08-11,agency,352532
LS-00304,Douala,Ndokoti,chambre moderne,3,2,90.5,0,3,FALSE,FALSE,TRUE,FALSE,FALSE,2025-08-29,portal,171599
LS-04828,Douala,Bonapriso,villa,0,1,21.0,18,2,TRUE,FALSE,TRUE,FALSE,TRUE,2025-07-19,agency,98537
LS-01458,Yaounde,Nkolbisson,villa,2,2,67.7,24,1,FALSE,FALSE,TRUE,FALSE,FALSE,2026-03-23,informal,
LS-00532,Yaounde,Mvan,apartment,2,2,58.3,10,3,TRUE,FALSE,FALSE,FALSE,FALSE,2026-01-09,portal,102096
LS-02721,Yaounde,Nsam,apartment,3,2,104.1,11,1,FALSE,FALSE,FALSE,FALSE,FALSE,03/01/2026,agency,181179
LS-05832,Douala,Bonanjo,studio,3,3,100.8,15,4,FALSE,TRUE,TRUE,TRUE,FALSE,2025-07-09,portal,412537
LS-03211,Yaounde,Etoudi,studio,1,1,34.6,20,4,TRUE,FALSE,TRUE,FALSE,FALSE,2025-08-30,informal,51451
LS-03617,Douala,Deido,apartment,2,2,62.9,8,0,FALSE,TRUE,FALSE,TRUE,TRUE,2025-08-13,portal,"132,467"
LS-03695,Douala,Bonamoussadi,duplex,4,2,119.7,28,2,TRUE,TRUE,TRUE,TRUE,TRUE,2026-04-21,portal,389360
LS-01848,Yaounde,Emana,studio,2,2,76.7,12,3,TRUE,FALSE,FALSE,FALSE,FALSE,2026-06-27,informal,116997
LS-03606,Yaounde,Mvog-Betsi,studio,3,2,93.6,13,1,FALSE,FALSE,FALSE,FALSE,FALSE,2026-07-13,agency,153857
LS-00462,Douala,Akwa,chambre moderne,1,2,48.9,19,0,TRUE,FALSE,FALSE,FALSE,FALSE,2026-02-14,portal,89746
LS-03333,Douala,Akwa,duplex,0,1,27.3,26,2,TRUE,FALSE,TRUE,TRUE,FALSE,2025-10-04,agency,120295
LS-03761,Douala,Bonapriso,duplex,2,2,55.8,17,0,TRUE,TRUE,TRUE,FALSE,FALSE,2026-01-25,informal,
LS-04308,Yaounde,Mendong,studio,0,1,14.0,15,1,FALSE,FALSE,FALSE,FALSE,FALSE,2026-02-22,agency,48502
LS-03090,Douala,Bonamoussadi,duplex,2,2,67.0,17,1,FALSE,FALSE,FALSE,TRUE,FALSE,2026-04-03,informal,
LS-04820,Yaounde,Nsam,apartment,0,1,19.5,19,3,FALSE,FALSE,FALSE,FALSE,FALSE,31/10/2025,agency,54711
LS-05716,Douala,New Bell,studio,4,3,148.1,15,1,no,FALSE,TRUE,FALSE,FALSE,2025-07-20,informal,420670
LS-00774,Yaounde,Mendong,studio,4,3,144.2,21,0,TRUE,FALSE,TRUE,FALSE,FALSE,2026-05-18,informal,396632
LS-00697,Douala,Bonanjo,apartment,5,3,146.7,8,0,FALSE,TRUE,TRUE,FALSE,FALSE,09/04/2026,agency,989796
LS-01902,Yaounde,Nsam,apartment,1,2,56.5,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,2025-08-25,agency,61606
LS-04187,Yaounde,Nsam,studio,3,3,95.7,20,1,FALSE,TRUE,TRUE,FALSE,FALSE,2026-02-26,agency,145276
LS-05200,Douala,New Bell,apartment,3,3,103.0,10,4,FALSE,TRUE,FALSE,FALSE,FALSE,2026-04-29,informal,178926
LS-04957,Yaounde,Nkolbisson,apartment,2,2,72.2,10,1,TRUE,FALSE,FALSE,FALSE,FALSE,2025-11-22,agency,144759
LS-03028,Douala,Ndokoti,villa,2,2,75.0,2,1,FALSE,FALSE,TRUE,FALSE,FALSE,2026-07-26,agency,72998
LS-03473,Yaounde,Mendong,apartment,3,3,91.6,17,0,FALSE,FALSE,TRUE,FALSE,FALSE,2025-12-14,agency,233133
LS-05792,Douala,Logpom,apartment,5,5,152.9,36,0,FALSE,TRUE,TRUE,FALSE,FALSE,2026-07-19,informal,
LS-04383,Yaounde,Mendong,apartment,0,1,14.0,15,4,FALSE,FALSE,TRUE,FALSE,FALSE,2025-10-30,agency,43357
LS-00606,Yaounde,Biyem-Assi,apartment,2,2,80.8,8,4,TRUE,TRUE,FALSE,TRUE,FALSE,2026-07-24,portal,297670
LS-01509,Yaounde,Emana,villa,1,2,42.0,8,2,FALSE,FALSE,FALSE,FALSE,FALSE,2025-08-15,agency,92326
LS-01754,Douala,PK14,studio,2,2,70.3,16,0,TRUE,FALSE,FALSE,TRUE,FALSE,2026-04-23,informal,
LS-02522,Douala,Bonapriso,studio,1,2,24.8,28,3,TRUE,TRUE,FALSE,FALSE,FALSE,2026-05-29,agency,84084
LS-01678,Yaounde,Biyem-Assi,apartment,1,1,42.3,4,0,FALSE,FALSE,FALSE,FALSE,TRUE,2026-08-02,agency,123340
LS-05700,Douala,Deido,villa,0,1,14.0,9,0,FALSE,FALSE,TRUE,FALSE,FALSE,23/08/2026,agency,56917
LS-01912,Yaounde,Biyem-Assi,apartment,1,1,38.0,27,0,FALSE,FALSE,TRUE,FALSE,FALSE,2025-09-17,agency,74461
LS-01567,Douala,Bonaberi,studio,3,2,91.7,15,0,FALSE,TRUE,FALSE,FALSE,FALSE,2026-02-27,agency,197390
LS-05149,Douala,Bonamoussadi,studio,2,3,100.6,21,0,FALSE,TRUE,TRUE,FALSE,TRUE,2026-08-11,agency,258834
LS-05987,Yaounde,Nsam,chambre moderne,1,1,41.0,15,0,FALSE,FALSE,TRUE,FALSE,FALSE,2026-01-17,portal,71752
LS-05634,Douala,Bonapriso,chambre moderne,4,3,98.1,10,0,TRUE,TRUE,TRUE,TRUE,FALSE,2026-06-18,informal,512124
LS-00194,Yaounde,Emana,chambre moderne,4,3,125.9,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,09/07/2026,agency,229824
LS-02989,Douala,PK14,villa,0,1,26.1,4,0,FALSE,FALSE,FALSE,TRUE,FALSE,14/09/2025,portal,56524
LS-02411,Yaounde,Bastos,apartment,2,2,72.3,11,2,FALSE,FALSE,TRUE,FALSE,FALSE,2025-08-26,agency,274680
LS-00681,Yaounde,Omnisport,apartment,2,2,85.5,10,0,TRUE,TRUE,TRUE,TRUE,TRUE,2026-04-24,portal,293046
LS-00792,Yaounde,Mimboman,apartment,2,2,61.8,5,1,FALSE,FALSE,TRUE,FALSE,FALSE,2025-10-25,portal,"114,661"
LS-02614,Yaounde,Etoudi,chambre moderne,1,1,43.3,6,3,FALSE,FALSE,TRUE,TRUE,FALSE,31/08/2025,informal,127623
LS-06148,Yaounde,Mimboman,duplex,3,2,103.4,12,1,FALSE,FALSE,FALSE,FALSE,FALSE,2025-07-28,portal,141167
LS-02268,Douala,Logpom,villa,4,3,115.4,11,0,FALSE,FALSE,TRUE,FALSE,FALSE,2026-04-26,agency,352109
LS-04877,Yaounde,Etoudi,apartment,0,1,14.0,30,0,FALSE,FALSE,FALSE,FALSE,FALSE,2025-07-17,agency,55934
LS-05241,Douala,Bonaberi,apartment,1,2,48.0,0,2,FALSE,FALSE,TRUE,FALSE,FALSE,2026-02-28,portal,89582
LS-05212,Yaounde,Nkolbisson,apartment,1,1,33.5,4,2,TRUE,FALSE,FALSE,FALSE,FALSE,2025-10-01,informal,66890
LS-00845,Douala,Ndokoti,villa,1,1,43.7,14,4,FALSE,FALSE,FALSE,FALSE,FALSE,2025-11-30,portal,78406
LS-03730,Yaounde,Biyem-Assi,villa,1,2,29.0,13,1,FALSE,TRUE,TRUE,FALSE,FALSE,2026-02-05,portal,82642
LS-02664,Douala,Akwa,apartment,2,1,83.0,13,0,yes,FALSE,TRUE,FALSE,TRUE,2025-09-07,agency,276122
LS-03306,Yaounde,Bastos,apartment,1,1,38.5,10,0,TRUE,TRUE,TRUE,TRUE,FALSE,2026-07-23,informal,180596
LS-00063,Yaounde,Biyem-Assi,duplex,2,1,72.2,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,2025-12-05,agency,145668
LS-05921,Douala,Deido,villa,1,1,37.4,9,0,TRUE,FALSE,TRUE,FALSE,FALSE,26/04/2026,agency,64075
LS-02657,Douala,Deido,apartment,4,2,118.9,24,1,FALSE,FALSE,TRUE,FALSE,FALSE,2025-07-19,portal,371215
LS-05932,Yaounde,Nsam,villa,2,2,86.4,12,4,FALSE,FALSE,FALSE,FALSE,FALSE,2026-01-04,agency,102341
LS-04094,Douala,New Bell,studio,1,1,63.4,16,1,FALSE,FALSE,FALSE,FALSE,FALSE,2025-08-09,agency,58092
LS-02746,Yaounde,Mendong,apartment,3,3,106.6,23,1,FALSE,FALSE,FALSE,FALSE,FALSE,2025-10-19,portal,141357
LS-02314,Douala,Bonapriso,studio,3,3,96.3,27,2,TRUE,FALSE,TRUE,TRUE,FALSE,2026-05-25,portal,"464,480"
LS-04163,Yaounde,Mimboman,duplex,2,2,77.8,31,1,FALSE,TRUE,FALSE,FALSE,FALSE,2026-04-07,agency,131171
LS-02783,Yaounde,Etoudi,chambre moderne,0,1,34.7,10,4,FALSE,TRUE,FALSE,TRUE,FALSE,2025-10-30,agency,103856
LS-03200,Yaounde,Golf,chambre moderne,2,2,65.9,18,1,TRUE,FALSE,TRUE,TRUE,FALSE,2026-07-21,informal,
LS-04388,Douala,Logpom,duplex,2,2,57.8,16,2,FALSE,TRUE,TRUE,FALSE,FALSE,2025-10-16,informal,199829
LS-06086,Douala,Makepe,chambre moderne,1,1,32.7,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,2026-01-01,agency,91455
LS-01631,Yaounde,Biyem-Assi,villa,3,3,106.9,13,2,FALSE,FALSE,TRUE,FALSE,FALSE,2026-01-06,agency,349265
LS-01728,Yaounde,Etoudi,studio,1,1,32.6,26,1,FALSE,TRUE,TRUE,FALSE,FALSE,2026-04-23,agency,51520
LS-03970,Douala,Bonanjo,apartment,3,4,105.0,15,0,FALSE,FALSE,TRUE,TRUE,FALSE,2026-01-18,portal,488665
LS-02663,Yaounde,Mimboman,apartment,1,2,194.3,16,0,FALSE,FALSE,FALSE,TRUE,FALSE,2026-03-23,agency,349859
LS-03847,Yaounde,Mvog-Betsi,apartment,5,3,143.7,15,1,TRUE,FALSE,FALSE,FALSE,FALSE,2026-08-13,agency,"462,240"
LS-01762,Yaounde,Bastos,apartment,3,4,99.1,0,3,no,TRUE,TRUE,FALSE,TRUE,2025-09-24,agency,758079
LS-02672,Yaounde,Golf,apartment,4,2,137.3,14,0,no,FALSE,TRUE,TRUE,FALSE,2026-08-02,informal,605695
LS-00508,Yaounde,Mvog-Betsi,chambre moderne,1,2,52.9,22,0,FALSE,FALSE,FALSE,FALSE,FALSE,03/07/2026,informal,44896
LS-01330,Douala,Deido,apartment,3,2,88.9,3,4,FALSE,FALSE,TRUE,FALSE,FALSE,2025-11-21,informal,
LS-03906,Douala,Akwa,duplex,3,3,108.0,23,1,FALSE,FALSE,TRUE,FALSE,FALSE,30/10/2025,agency,329957
LS-03310,Yaounde,Omnisport,apartment,3,3,97.1,38,0,TRUE,FALSE,FALSE,TRUE,FALSE,2026-05-26,agency,348092
LS-00719,Yaounde,Omnisport,villa,4,4,119.0,21,4,TRUE,TRUE,TRUE,FALSE,FALSE,01/05/2026,informal,500089
LS-02207,Douala,PK14,chambre moderne,2,1,81.5,11,2,FALSE,TRUE,FALSE,FALSE,FALSE,2026-08-01,portal,136837
LS-01637,Yaounde,Mvog-Betsi,studio,3,3,108.3,19,1,FALSE,TRUE,TRUE,FALSE,FALSE,05/04/2026,informal,
LS-02628,Yaounde,Mvan,apartment,2,1,74.4,21,4,FALSE,FALSE,FALSE,FALSE,FALSE,2026-05-03,portal,116511
LS-06153,Douala,Bonanjo,apartment,3,2,91.6,9,0,TRUE,TRUE,FALSE,FALSE,FALSE,2026-04-30,portal,338280
LS-03584,Yaounde,Omnisport,apartment,2,2,80.6,19,1,FALSE,FALSE,TRUE,FALSE,FALSE,2025-08-17,agency,161290
LS-02281,Yaounde,Mendong,apartment,3,2,111.6,2,1,FALSE,TRUE,FALSE,TRUE,FALSE,2026-08-21,portal,197401
LS-01770,Yaounde,Biyem-Assi,apartment,0,1,19.1,17,0,FALSE,FALSE,FALSE,TRUE,FALSE,2026-07-09,agency,44170
LS-01647,Douala,Logpom,apartment,1,1,42.0,13,1,FALSE,TRUE,TRUE,FALSE,FALSE,2026-06-02,portal,54572
LS-03430,Douala,New Bell,apartment,2,3,69.3,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,2026-03-21,informal,118677
LS-03664,Yaounde,Etoudi,apartment,3,2,103.8,7,3,TRUE,TRUE,FALSE,FALSE,FALSE,2026-04-09,portal,267394
LS-04408,Yaounde,Nsam,studio,2,3,89.1,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,2026-05-19,informal,139268
LS-01864,Yaounde,Mendong,apartment,5,3,151.9,7,0,no,FALSE,FALSE,TRUE,FALSE,2026-05-10,portal,511153
LS-00938,Douala,PK14,apartment,3,2,92.5,15,4,no,TRUE,FALSE,FALSE,FALSE,2026-02-16,informal,
LS-04745,Yaounde,Nkolbisson,apartment,1,1,36.6,9,3,FALSE,TRUE,FALSE,FALSE,FALSE,24/05/2026,portal,71807
LS-00292,Yaounde,Mvan,apartment,1,2,36.8,23,2,FALSE,FALSE,FALSE,FALSE,TRUE,2025-08-08,agency,"69,246"
LS-05650,Yaounde,Omnisport,apartment,2,2,84.6,15,2,FALSE,FALSE,FALSE,FALSE,FALSE,2025-09-13,portal,204217
LS-03062,Yaounde,Mvan,duplex,2,3,67.2,22,1,FALSE,FALSE,TRUE,FALSE,FALSE,2026-06-20,agency,128817
LS-03100,Yaounde,Bastos,duplex,2,1,90.8,18,3,FALSE,FALSE,FALSE,TRUE,TRUE,2026-06-10,agency,295120
LS-04441,Douala,Ndokoti,duplex,1,1,49.3,26,4,TRUE,FALSE,FALSE,FALSE,FALSE,2025-08-06,informal,
LS-00535,Yaounde,Mimboman,villa,1,1,69.7,2,0,FALSE,FALSE,TRUE,FALSE,FALSE,26/11/2025,agency,98996
LS-02852,Douala,Bonanjo,apartment,3,3,96.0,23,0,FALSE,TRUE,FALSE,FALSE,FALSE,2026-02-26,agency,314445
LS-00667,Douala,Makepe,duplex,2,3,82.9,6,2,FALSE,TRUE,FALSE,TRUE,TRUE,2025-07-22,informal,557032
LS-02358,Yaounde,Nkolbisson,villa,2,3,80.1,6,4,FALSE,FALSE,TRUE,FALSE,FALSE,23/06/2026,agency,117727
LS-00364,Douala,PK14,duplex,2,1,72.8,14,1,FALSE,FALSE,FALSE,FALSE,FALSE,18/08/2026,informal,
LS-03716,Douala,Bonapriso,villa,1,1,46.8,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,2026-03-20,informal,185456
LS-06130,Yaounde,Mvog-Betsi,villa,2,1,58.7,9,1,FALSE,FALSE,TRUE,FALSE,FALSE,2025-10-02,agency,149114
LS-03733,Yaounde,Golf,apartment,4,2,137.6,20,1,TRUE,FALSE,TRUE,TRUE,TRUE,2026-08-14,agency,737616
LS-01881,Yaounde,Golf,apartment,3,3,100.8,24,1,FALSE,FALSE,TRUE,FALSE,FALSE,2026-01-25,agency,430721
LS-00978,Yaounde,Nsam,apartment,1,2,53.6,29,0,FALSE,TRUE,FALSE,FALSE,FALSE,2025-07-06,agency,81070
LS-01664,Douala,Bonanjo,studio,0,1,30.8,20,1,TRUE,FALSE,FALSE,FALSE,FALSE,2025-11-30,agency,"101,187"
LS-05871,Douala,Bonaberi,studio,2,2,75.4,29,0,TRUE,TRUE,TRUE,FALSE,FALSE,2025-07-22,agency,130490
LS-00019,Yaounde,Etoudi,chambre moderne,2,3,58.6,19,0,FALSE,FALSE,TRUE,FALSE,FALSE,2025-08-30,agency,120180
LS-01404,Yaounde,Mvog-Betsi,chambre moderne,2,2,81.2,23,4,FALSE,FALSE,FALSE,FALSE,FALSE,18/06/2026,portal,119754
LS-04597,Douala,Bonaberi,apartment,0,1,14.0,4,4,FALSE,FALSE,TRUE,FALSE,FALSE,2025-08-10,informal,42414
LS-02509,Yaounde,Bastos,apartment,3,3,104.7,12,3,TRUE,FALSE,TRUE,FALSE,FALSE,2025-09-14,agency,426237
LS-03420,Douala,PK14,apartment,3,3,107.6 m2,18,0,FALSE,FALSE,TRUE,FALSE,FALSE,2026-01-01,agency,251448
LS-05865,Yaounde,Biyem-Assi,apartment,3,4,92.3,6,1,FALSE,TRUE,FALSE,FALSE,FALSE,2026-06-29,agency,244507
LS-06029,Yaounde,Omnisport,apartment,1,2,44.1,22,0,TRUE,FALSE,TRUE,TRUE,FALSE,2026-06-14,agency,124847
LS-05936,Yaounde,Nsam,apartment,3,2,92.7,8,0,TRUE,FALSE,TRUE,FALSE,FALSE,2026-06-05,agency,294479
LS-02333,Yaounde,Mvan,apartment,2,2,91.6,30,4,FALSE,FALSE,TRUE,TRUE,FALSE,2026-04-12,agency,196603
LS-03669,Yaounde,Emana,apartment,3,2,79.6,8,3,FALSE,FALSE,TRUE,FALSE,FALSE,31/05/2026,portal,228425
LS-05105,Douala,Bonanjo,duplex,1,1,47.5,12,0,TRUE,FALSE,FALSE,TRUE,FALSE,2026-02-19,agency,"243,303"
LS-03976,Douala,Bonanjo,villa,4,3,127.1,34,3,TRUE,FALSE,TRUE,TRUE,FALSE,2026-05-29,agency,"576,853"
LS-00818,Yaounde,Mvan,apartment,3,2,90.0,23,3,FALSE,FALSE,FALSE,TRUE,FALSE,2026-01-22,agency,150612
LS-02330,Douala,Bonapriso,duplex,2,2,68.7,22,0,FALSE,TRUE,TRUE,FALSE,TRUE,16/08/2026,agency,245976
LS-00904,Yaounde,Nsam,villa,0,1,19.1,12,1,TRUE,FALSE,TRUE,FALSE,FALSE,2026-01-16,portal,57028
LS-02189,Yaounde,Mvan,chambre moderne,1,1,46.8,11,1,FALSE,FALSE,FALSE,FALSE,FALSE,2025-08-16,agency,53701
LS-03677,Douala,Bonamoussadi,apartment,1,1,53.0,1,2,FALSE,FALSE,TRUE,TRUE,FALSE,2026-08-18,agency,87175
LS-00125,Yaounde,Emana,apartment,3,2,99.2,13,1,FALSE,FALSE,FALSE,FALSE,FALSE,2025-09-16,informal,281076
LS-03378,Yaounde,Mimboman,apartment,3,3,121.8,16,0,FALSE,FALSE,FALSE,FALSE,FALSE,2025-12-16,portal,"227,851"
LS-03645,Douala,Bepanda,apartment,3,2,113.0,9,1,TRUE,FALSE,FALSE,FALSE,FALSE,2026-02-14,portal,246300
LS-01703,Douala,Bonamoussadi,apartment,2,1,71.2,26,0,FALSE,TRUE,FALSE,FALSE,TRUE,2026-02-08,agency,228645
LS-02815,Yaounde,Nsam,apartment,4,4,130.0,27,4,FALSE,FALSE,FALSE,FALSE,FALSE,2025-08-06,informal,
LS-05235,Douala,Akwa,apartment,4,3,108.3 m2,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,2026-08-07,agency,360929
LS-00672,Yaounde,Biyem-Assi,apartment,3,3,100.2,23,0,FALSE,FALSE,TRUE,TRUE,FALSE,2025-09-29,portal,262592
LS-00481,Yaounde,Etoudi,studio,1,1,55.6,0,4,FALSE,FALSE,FALSE,FALSE,TRUE,2026-06-07,agency,"145,951"
LS-02795,Yaounde,Mimboman,duplex,2,2,78.0 m2,15,3,FALSE,FALSE,FALSE,FALSE,FALSE,2026-05-03,portal,89488
LS-01447,Douala,Bonamoussadi,apartment,4,3,141.1,5,0,FALSE,FALSE,FALSE,FALSE,TRUE,2025-09-08,agency,840450
LS-00865,Douala,Makepe,villa,2,1,73.2,22,2,TRUE,TRUE,TRUE,FALSE,FALSE,2025-08-28,agency,155244
LS-01434,Yaounde,Mimboman,studio,1,2,67.8,3,2,FALSE,FALSE,FALSE,FALSE,TRUE,2025-09-05,portal,"128,095"
LS-06199,Douala,Bonamoussadi,studio,1,1,31.8,6,1,FALSE,TRUE,TRUE,TRUE,FALSE,14/07/2026,portal,98860
LS-00213,Yaounde,Golf,villa,2,1,55.6,10,4,FALSE,TRUE,TRUE,TRUE,FALSE,2025-10-12,portal,121394
LS-00193,Yaounde,Mimboman,chambre moderne,4,3,119.1,23,1,FALSE,FALSE,TRUE,FALSE,FALSE,2026-05-09,informal,298367
LS-05324,Yaounde,Biyem-Assi,villa,4,4,134.5,22,4,FALSE,FALSE,FALSE,FALSE,FALSE,2026-07-08,agency,372962
LS-05633,Yaounde,Mendong,duplex,1,2,55.8,6,3,FALSE,TRUE,FALSE,FALSE,FALSE,2025-09-22,agency,138433
LS-02694,Yaounde,Golf,chambre moderne,2,2,83.9,19,0,TRUE,FALSE,TRUE,TRUE,FALSE,2026-01-01,agency,274602
LS-02287,Douala,Makepe,apartment,3,3,94.1,11,3,TRUE,FALSE,TRUE,TRUE,FALSE,2026-04-16,portal,412784
LS-03586,Douala,Bonamoussadi,apartment,2,3,45.7,22,0,FALSE,FALSE,FALSE,TRUE,FALSE,2025-07-17,informal,109702
LS-03911,Douala,Bonanjo,duplex,2,3,86.4,9,1,TRUE,FALSE,TRUE,TRUE,FALSE,2026-01-02,agency,399506
LS-04722,Yaounde,Bastos,duplex,3,3,95.4,31,0,FALSE,FALSE,FALSE,TRUE,FALSE,2025-12-21,agency,343117
LS-00357,Yaounde,Omnisport,duplex,3,2,118.0,12,0,FALSE,TRUE,TRUE,FALSE,TRUE,2026-08-04,agency,589418
